List of entire photometry of J1407

Photographic plate archives:
DASCH (DR5 and missing from DR5), Bamberg Observatory, Sonneberg Observatory
Data from CCD observatories:
AAVSO, KELT, PROMPT, SuperWASP

MJD	Decimal Year	Magnitude	Mag Error	Filter	Source/Series	Plate Name
------------------------------------------------------------------------------------------
11484.2	1890.3183	13.55	0.11	Johnson Blue	DASCH DR5 b	b'b04993'
13710.2	1896.4131	13.7	0.18	Johnson Blue	DASCH DR5 b	b'b16015'
14147.0	1897.6083	13.71	0.21	Johnson Blue	DASCH DR5 b	b'b19998'
14538.0	1898.6794	13.56	0.12	Johnson Blue	DASCH DR5 b	b'b21921'
14842.1	1899.5126	13.28	0.11	Johnson Blue	DASCH DR5 b	b'b23317'
14850.0	1899.5344	13.48	0.23	Johnson Blue	DASCH DR5 b	b'b23461'
15110.2	1900.2472	13.62	0.05	Johnson Blue	DASCH DR5 b	b'b24918'
15499.1	1901.3126	13.65	0.12	Johnson Blue	DASCH DR5 b	b'b27258'
15523.2	1901.3786	13.52	0.06	Johnson Blue	DASCH DR5 b	b'b27335'
15858.2	1902.2964	13.63	0.15	Johnson Blue	DASCH DR5 b	b'b29405'
15946.1	1902.5373	13.58	0.12	Johnson Blue	DASCH DR5 b	b'b30396'
16220.2	1903.2882	13.43	0.1	Johnson Blue	DASCH DR5 b	b'b31423'
16239.2	1903.3403	13.56	0.07	Johnson Blue	DASCH DR5 b	b'b31607'
16241.2	1903.3458	13.56	0.09	Johnson Blue	DASCH DR5 b	b'b31673'
16265.2	1903.4114	13.6	0.05	Johnson Blue	DASCH DR5 b	b'b31887'
16312.0	1903.5398	13.63	0.08	Johnson Blue	DASCH DR5 b	b'b32252'
16652.1	1904.4703	13.57	0.1	Johnson Blue	DASCH DR5 b	b'b34132'
17719.2	1907.3923	13.46	0.08	Johnson Blue	DASCH DR5 b	b'b37480'
18434.2	1909.3485	13.74	0.14	Johnson Blue	DASCH DR5 b	b'b40163'
18453.1	1909.4004	13.67	0.08	Johnson Blue	DASCH DR5 b	b'b40327'
18780.2	1910.2966	13.6	0.09	Johnson Blue	DASCH DR5 b	b'b41207'
19144.2	1911.2938	13.52	0.19	Johnson Blue	DASCH DR5 b	b'b42211'
19163.1	1911.3456	13.38	0.16	Johnson Blue	DASCH DR5 b	b'b42278'
19557.2	1912.424	13.73	0.24	Johnson Blue	DASCH DR5 b	b'b43154'
19636.0	1912.6394	13.44	0.14	Johnson Blue	DASCH DR5 b	b'b43432'
20584.3	1915.2365	12.86	0.27	Johnson Blue	DASCH DR5 am	b'am10363'
20994.2	1916.3584	13.71	0.15	Johnson Blue	DASCH DR5 b	b'b46616'
21007.1	1916.3938	13.59	0.08	Johnson Blue	DASCH DR5 b	b'b46796'
21023.1	1916.4374	13.89	0.17	Johnson Blue	DASCH DR5 b	b'b47174'
21318.3	1917.2446	13.68	0.17	Johnson Blue	DASCH DR5 b	b'b49723'
21332.2	1917.2828	13.6	0.16	Johnson Blue	DASCH DR5 b	b'b49941'
21336.2	1917.2938	13.51	0.11	Johnson Blue	DASCH DR5 b	b'b50108'
21357.1	1917.3511	13.55	0.14	Johnson Blue	DASCH DR5 b	b'b50333'
22081.2	1919.3348	13.68	0.1	Johnson Blue	DASCH DR5 mf	b'mf03497'
22105.1	1919.4003	13.58	0.05	Johnson Blue	DASCH DR5 mf	b'mf03683'
22140.0	1919.4959	13.79	0.16	Johnson Blue	DASCH DR5 mf	b'mf04042'
22435.2	1920.3039	13.59	0.12	Johnson Blue	DASCH DR5 mf	b'mf05318'
22436.2	1920.3066	13.57	0.11	Johnson Blue	DASCH DR5 mf	b'mf05346'
22492.1	1920.4592	13.55	0.06	Johnson Blue	DASCH DR5 mf	b'mf06046'
22520.0	1920.5355	13.61	0.13	Johnson Blue	DASCH DR5 mf	b'mf06269'
22523.0	1920.5437	13.77	0.1	Johnson Blue	DASCH DR5 mf	b'mf06314'
23906.2	1924.3312	13.4	0.21	Johnson Blue	DASCH DR5 ax	b'ax00491'
23962.0	1924.4837	13.8	0.2	Johnson Blue	DASCH DR5 ax	b'ax00623'
23964.1	1924.4893	13.47	0.22	Johnson Blue	DASCH DR5 ax	b'ax00638'
23969.1	1924.5029	13.64	0.11	Johnson Blue	DASCH DR5 ax	b'ax00662'
24258.2	1925.2937	13.71	0.22	Johnson Blue	DASCH DR5 ax	b'ax01019'
24270.3	1925.3268	13.77	0.15	Johnson Blue	DASCH DR5 ax	b'ax01031'
24285.1	1925.3675	13.42	0.21	Johnson Blue	DASCH DR5 ax	b'ax01047'
24289.2	1925.3785	13.67	0.17	Johnson Blue	DASCH DR5 ax	b'ax01060'
24294.1	1925.392	13.53	0.2	Johnson Blue	DASCH DR5 ax	b'ax01077'
24296.1	1925.3975	13.7	0.12	Johnson Blue	DASCH DR5 ax	b'ax01083'
24296.2	1925.3978	13.61	0.21	Johnson Blue	DASCH DR5 ax	b'ax01085'
24317.1	1925.455	13.46	0.13	Johnson Blue	DASCH DR5 ax	b'ax01144'
24318.1	1925.4577	13.69	0.18	Johnson Blue	DASCH DR5 ax	b'ax01151'
24328.1	1925.4851	13.75	0.18	Johnson Blue	DASCH DR5 ax	b'ax01201'
24348.1	1925.5399	13.54	0.11	Johnson Blue	DASCH DR5 ax	b'ax01218'
24370.0	1925.6	13.62	0.18	Johnson Blue	DASCH DR5 ax	b'ax01262'
24622.2	1926.291	13.47	0.11	Johnson Blue	DASCH DR5 ax	b'ax01569'
24623.1	1926.2936	13.38	0.11	Johnson Blue	DASCH DR5 ax	b'ax01572'
24641.2	1926.343	13.49	0.13	Johnson Blue	DASCH DR5 ax	b'ax01600'
24643.1	1926.3481	13.62	0.13	Johnson Blue	DASCH DR5 ax	b'ax01608'
24644.2	1926.3512	13.59	0.12	Johnson Blue	DASCH DR5 ax	b'ax01613'
24649.2	1926.3649	13.57	0.11	Johnson Blue	DASCH DR5 ax	b'ax01631'
24667.1	1926.4139	13.7	0.17	Johnson Blue	DASCH DR5 ax	b'ax01663'
24667.1	1926.414	13.62	0.21	Johnson Blue	DASCH DR5 ax	b'ax01664'
24669.1	1926.4194	13.71	0.16	Johnson Blue	DASCH DR5 ax	b'ax01669'
24671.1	1926.425	13.54	0.12	Johnson Blue	DASCH DR5 ax	b'ax01678'
24678.1	1926.4442	13.51	0.13	Johnson Blue	DASCH DR5 ax	b'ax01689'
24695.0	1926.4904	13.43	0.21	Johnson Blue	DASCH DR5 ax	b'ax01718'
24697.1	1926.4961	13.49	0.12	Johnson Blue	DASCH DR5 ax	b'ax01722'
24698.1	1926.499	13.81	0.3	Johnson Blue	DASCH DR5 ax	b'ax01726'
24699.1	1926.5016	13.43	0.11	Johnson Blue	DASCH DR5 ax	b'ax01729'
24703.1	1926.5125	13.45	0.11	Johnson Blue	DASCH DR5 ax	b'ax01741'
24713.1	1926.5399	13.63	0.14	Johnson Blue	DASCH DR5 ax	b'ax01789'
24731.0	1926.5891	13.66	0.14	Johnson Blue	DASCH DR5 ax	b'ax01815'
24739.0	1926.611	13.71	0.18	Johnson Blue	DASCH DR5 ax	b'ax01835'
25325.0	1928.2159	13.51	0.17	Johnson Blue	DASCH DR5 ax	b'ax02219'
25327.0	1928.2214	13.64	0.12	Johnson Blue	DASCH DR5 ax	b'ax02231'
25330.0	1928.2294	13.55	0.12	Johnson Blue	DASCH DR5 ax	b'ax02243'
25330.0	1928.2296	13.44	0.18	Johnson Blue	DASCH DR5 ax	b'ax02244'
25383.8	1928.3764	13.58	0.17	Johnson Blue	DASCH DR5 ax	b'ax02388'
25409.8	1928.4477	13.46	0.12	Johnson Blue	DASCH DR5 ax	b'ax02492'
25411.9	1928.4533	13.5	0.14	Johnson Blue	DASCH DR5 ax	b'ax02504'
25416.8	1928.4668	13.67	0.19	Johnson Blue	DASCH DR5 ax	b'ax02531'
25418.8	1928.4721	13.3	0.14	Johnson Blue	DASCH DR5 ax	b'ax02544'
25433.8	1928.513	13.62	0.29	Johnson Blue	DASCH DR5 ax	b'ax02573'
25440.7	1928.532	13.48	0.16	Johnson Blue	DASCH DR5 ax	b'ax02603'
25447.7	1928.5512	13.5	0.21	Johnson Blue	DASCH DR5 ax	b'ax02663'
25448.8	1928.5541	13.55	0.17	Johnson Blue	DASCH DR5 ax	b'ax02671'
25791.8	1929.4925	13.62	0.15	Johnson Blue	DASCH DR5 rb	b'rb00416'
26091.9	1930.3148	13.48	0.09	Johnson Blue	DASCH DR5 rb	b'rb00933'
26118.9	1930.3887	13.38	0.11	Johnson Blue	DASCH DR5 rb	b'rb01001'
26130.8	1930.4215	13.48	0.16	Johnson Blue	DASCH DR5 rb	b'rb01027'
26153.8	1930.4843	13.65	0.19	Johnson Blue	DASCH DR5 rb	b'rb01066'
26203.7	1930.6212	13.62	0.1	Johnson Blue	DASCH DR5 b	b'b54613'
26452.0	1931.3014	13.54	0.12	Johnson Blue	DASCH DR5 rb	b'rb01595'
26468.9	1931.3478	13.52	0.24	Johnson Blue	DASCH DR5 rb	b'rb01676'
26478.9	1931.3751	13.5	0.12	Johnson Blue	DASCH DR5 rb	b'rb01723'
26484.9	1931.3915	13.54	0.09	Johnson Blue	DASCH DR5 rb	b'rb01761'
26502.9	1931.4408	13.52	0.05	Johnson Blue	DASCH DR5 b	b'b55306'
26533.8	1931.5254	13.51	0.09	Johnson Blue	DASCH DR5 rb	b'rb01904'
26543.8	1931.5527	13.7	0.21	Johnson Blue	DASCH DR5 rb	b'rb01926'
26771.1	1932.1751	13.52	0.13	Johnson Blue	DASCH DR5 rb	b'rb02514'
26801.0	1932.2568	13.49	0.12	Johnson Blue	DASCH DR5 rb	b'rb02552'
26808.0	1932.2759	13.24	0.1	Johnson Blue	DASCH DR5 rb	b'rb02605'
26834.0	1932.3469	13.77	0.17	Johnson Blue	DASCH DR5 rb	b'rb02715'
26868.9	1932.4424	13.48	0.13	Johnson Blue	DASCH DR5 rb	b'rb02837'
26895.8	1932.5158	13.61	0.16	Johnson Blue	DASCH DR5 rb	b'rb03066'
26914.7	1932.5676	13.63	0.16	Johnson Blue	DASCH DR5 rb	b'rb03239'
27160.1	1933.2387	13.48	0.09	Johnson Blue	DASCH DR5 b	b'b56883'
27195.9	1933.3368	13.49	0.22	Johnson Blue	DASCH DR5 rb	b'rb04116'
27204.8	1933.3611	13.51	0.17	Johnson Blue	DASCH DR5 ax	b'ax03208'
27270.8	1933.5418	13.19	0.16	Johnson Blue	DASCH DR5 ax	b'ax03104'
27516.0	1934.2137	13.52	0.12	Johnson Blue	DASCH DR5 rb	b'rb04923'
27524.0	1934.2357	13.69	0.16	Johnson Blue	DASCH DR5 rb	b'rb04965'
27544.9	1934.2929	13.58	0.1	Johnson Blue	DASCH DR5 rb	b'rb05011'
27563.9	1934.345	13.59	0.13	Johnson Blue	DASCH DR5 rb	b'rb05148'
27564.9	1934.3477	13.43	0.11	Johnson Blue	DASCH DR5 rb	b'rb05156'
27569.9	1934.3613	13.54	0.1	Johnson Blue	DASCH DR5 rb	b'rb05180'
27594.9	1934.4297	13.85	0.19	Johnson Blue	DASCH DR5 rb	b'rb05284'
27600.8	1934.4459	13.62	0.25	Johnson Blue	DASCH DR5 ax	b'ax03240'
27602.8	1934.4514	13.4	0.14	Johnson Blue	DASCH DR5 ax	b'ax03241'
27621.8	1934.5035	13.59	0.15	Johnson Blue	DASCH DR5 rb	b'rb05389'
27633.7	1934.5362	13.48	0.11	Johnson Blue	DASCH DR5 rb	b'rb05456'
27807.1	1935.0112	13.52	0.08	Johnson Blue	DASCH DR5 mf	b'mf20092'
27819.1	1935.044	13.65	0.08	Johnson Blue	DASCH DR5 mf	b'mf20130'
27844.0	1935.1124	13.52	0.05	Johnson Blue	DASCH DR5 mf	b'mf20174'
27848.0	1935.1234	13.59	0.08	Johnson Blue	DASCH DR5 mf	b'mf20187'
27848.1	1935.1234	13.59	0.12	Johnson Blue	DASCH DR5 rb	b'rb05948'
27863.0	1935.1643	13.7	0.12	Johnson Blue	DASCH DR5 mf	b'mf20193'
27868.0	1935.178	13.57	0.14	Johnson Blue	DASCH DR5 mf	b'mf20214'
27870.1	1935.1838	13.68	0.11	Johnson Blue	DASCH DR5 rb	b'rb05987'
27893.1	1935.2468	13.54	0.06	Johnson Blue	DASCH DR5 mf	b'mf20290'
27901.0	1935.2685	13.61	0.1	Johnson Blue	DASCH DR5 rb	b'rb06053'
27901.0	1935.2686	13.51	0.07	Johnson Blue	DASCH DR5 mf	b'mf20323'
27917.8	1935.3144	13.62	0.11	Johnson Blue	DASCH DR5 mf	b'mf20348'
27917.8	1935.3146	13.78	0.13	Johnson Blue	DASCH DR5 mf	b'mf20350'
27917.9	1935.3148	13.65	0.19	Johnson Blue	DASCH DR5 mf	b'mf20352'
27922.8	1935.3281	13.49	0.13	Johnson Blue	DASCH DR5 mf	b'mf20359'
27922.8	1935.3283	13.59	0.08	Johnson Blue	DASCH DR5 mf	b'mf20361'
27922.9	1935.3284	13.56	0.15	Johnson Blue	DASCH DR5 mf	b'mf20363'
27922.9	1935.3286	13.55	0.1	Johnson Blue	DASCH DR5 mf	b'mf20365'
27924.0	1935.3316	13.56	0.13	Johnson Blue	DASCH DR5 mf	b'mf20374'
27925.8	1935.3364	13.62	0.15	Johnson Blue	DASCH DR5 mf	b'mf20379'
27929.8	1935.3473	13.63	0.06	Johnson Blue	DASCH DR5 mf	b'mf20390'
27931.8	1935.3528	13.48	0.11	Johnson Blue	DASCH DR5 mf	b'mf20393'
27931.9	1935.3531	13.63	0.22	Johnson Blue	DASCH DR5 rb	b'rb06078'
27945.8	1935.3912	13.62	0.09	Johnson Blue	DASCH DR5 mf	b'mf20418'
27949.7	1935.402	13.68	0.18	Johnson Blue	DASCH DR5 mf	b'mf20421'
27949.8	1935.4023	13.65	0.15	Johnson Blue	DASCH DR5 mf	b'mf20424'
27949.9	1935.4026	13.58	0.1	Johnson Blue	DASCH DR5 mf	b'mf20427'
27950.0	1935.4028	13.61	0.08	Johnson Blue	DASCH DR5 mf	b'mf20429'
27950.7	1935.4047	13.43	0.12	Johnson Blue	DASCH DR5 mf	b'mf20434'
27950.9	1935.4051	13.59	0.17	Johnson Blue	DASCH DR5 mf	b'mf20439'
27951.7	1935.4075	13.64	0.13	Johnson Blue	DASCH DR5 mf	b'mf20449'
27951.8	1935.4078	13.52	0.14	Johnson Blue	DASCH DR5 mf	b'mf20452'
27951.9	1935.4081	13.51	0.11	Johnson Blue	DASCH DR5 mf	b'mf20455'
27952.0	1935.4083	13.68	0.13	Johnson Blue	DASCH DR5 mf	b'mf20457'
27952.7	1935.4102	13.63	0.1	Johnson Blue	DASCH DR5 mf	b'mf20462'
27952.9	1935.4106	13.53	0.14	Johnson Blue	DASCH DR5 mf	b'mf20467'
27954.8	1935.4158	13.51	0.16	Johnson Blue	DASCH DR5 mf	b'mf20478'
27954.9	1935.4161	13.58	0.07	Johnson Blue	DASCH DR5 rb	b'rb06129'
27955.7	1935.4184	13.7	0.09	Johnson Blue	DASCH DR5 mf	b'mf20490'
27957.8	1935.4242	13.63	0.13	Johnson Blue	DASCH DR5 am	b'am16826'
27958.7	1935.4267	13.63	0.13	Johnson Blue	DASCH DR5 mf	b'mf20518'
27960.7	1935.4322	13.43	0.14	Johnson Blue	DASCH DR5 mf	b'mf20545'
27974.7	1935.4705	13.63	0.13	Johnson Blue	DASCH DR5 mf	b'mf20587'
27974.8	1935.4707	13.56	0.2	Johnson Blue	DASCH DR5 am	b'am16856'
27978.8	1935.4818	13.58	0.19	Johnson Blue	DASCH DR5 rb	b'rb06201'
27979.7	1935.4842	13.58	0.1	Johnson Blue	DASCH DR5 mf	b'mf20633'
28001.7	1935.5445	13.49	0.25	Johnson Blue	DASCH DR5 mf	b'mf20746'
28004.7	1935.5527	13.61	0.11	Johnson Blue	DASCH DR5 mf	b'mf20764'
28004.8	1935.5528	13.53	0.08	Johnson Blue	DASCH DR5 mf	b'mf20765'
28006.7	1935.5582	13.67	0.15	Johnson Blue	DASCH DR5 rb	b'rb06291'
28039.7	1935.6486	13.57	0.11	Johnson Blue	DASCH DR5 rb	b'rb06360'
28188.1	1936.0549	13.63	0.12	Johnson Blue	DASCH DR5 mf	b'mf21389'
28271.8	1936.2837	13.57	0.22	Johnson Blue	DASCH DR5 mf	b'mf21555'
28275.1	1936.2925	13.59	0.19	Johnson Blue	DASCH DR5 mf	b'mf21598'
28277.8	1936.2999	13.56	0.07	Johnson Blue	DASCH DR5 mf	b'mf21615'
28278.0	1936.3004	13.56	0.17	Johnson Blue	DASCH DR5 mf	b'mf21617'
28279.0	1936.3031	13.63	0.22	Johnson Blue	DASCH DR5 mf	b'mf21623'
28281.7	1936.3108	13.57	0.06	Johnson Blue	DASCH DR5 mf	b'mf21626'
28282.9	1936.3139	13.63	0.22	Johnson Blue	DASCH DR5 mf	b'mf21629'
28286.0	1936.3224	13.66	0.12	Johnson Blue	DASCH DR5 mf	b'mf21650'
28303.0	1936.3689	13.52	0.1	Johnson Blue	DASCH DR5 mf	b'mf21696'
28303.8	1936.371	13.57	0.08	Johnson Blue	DASCH DR5 mf	b'mf21701'
28303.8	1936.3712	13.62	0.07	Johnson Blue	DASCH DR5 mf	b'mf21703'
28306.7	1936.379	13.59	0.07	Johnson Blue	DASCH DR5 mf	b'mf21705'
28306.8	1936.3794	13.56	0.13	Johnson Blue	DASCH DR5 mf	b'mf21709'
28306.9	1936.3795	13.56	0.11	Johnson Blue	DASCH DR5 mf	b'mf21711'
28307.0	1936.3797	13.62	0.12	Johnson Blue	DASCH DR5 mf	b'mf21713'
28307.7	1936.3817	13.55	0.12	Johnson Blue	DASCH DR5 mf	b'mf21717'
28307.8	1936.3819	13.6	0.15	Johnson Blue	DASCH DR5 mf	b'mf21719'
28307.8	1936.3821	13.52	0.14	Johnson Blue	DASCH DR5 mf	b'mf21721'
28307.9	1936.3823	13.54	0.05	Johnson Blue	DASCH DR5 mf	b'mf21723'
28308.9	1936.385	13.51	0.05	Johnson Blue	DASCH DR5 mf	b'mf21746'
28309.0	1936.3852	13.57	0.04	Johnson Blue	DASCH DR5 mf	b'mf21748'
28314.7	1936.4009	13.59	0.11	Johnson Blue	DASCH DR5 mf	b'mf21766'
28314.9	1936.4014	13.58	0.07	Johnson Blue	DASCH DR5 rb	b'rb06799'
28315.8	1936.4038	13.52	0.14	Johnson Blue	DASCH DR5 mf	b'mf21781'
28328.8	1936.4394	13.56	0.08	Johnson Blue	DASCH DR5 rb	b'rb06815'
28333.9	1936.4533	13.55	0.11	Johnson Blue	DASCH DR5 mf	b'mf21809'
28334.9	1936.456	13.47	0.08	Johnson Blue	DASCH DR5 mf	b'mf21825'
28335.9	1936.4587	13.62	0.15	Johnson Blue	DASCH DR5 mf	b'mf21838'
28338.7	1936.4664	13.71	0.25	Johnson Blue	DASCH DR5 mf	b'mf21881'
28338.8	1936.4666	13.7	0.16	Johnson Blue	DASCH DR5 mf	b'mf21883'
28338.8	1936.4668	13.64	0.13	Johnson Blue	DASCH DR5 mf	b'mf21885'
28338.9	1936.467	13.61	0.19	Johnson Blue	DASCH DR5 mf	b'mf21887'
28343.9	1936.4806	13.54	0.15	Johnson Blue	DASCH DR5 mf	b'mf21921'
28344.8	1936.4832	13.56	0.12	Johnson Blue	DASCH DR5 mf	b'mf21933'
28362.8	1936.5323	13.65	0.12	Johnson Blue	DASCH DR5 mf	b'mf21998'
28362.8	1936.5323	13.6	0.1	Johnson Blue	DASCH DR5 rb	b'rb06889'
28365.8	1936.5404	13.6	0.12	Johnson Blue	DASCH DR5 am	b'am17725'
28392.7	1936.614	13.61	0.13	Johnson Blue	DASCH DR5 mf	b'mf22181'
28614.0	1937.2192	13.6	0.07	Johnson Blue	DASCH DR5 rb	b'rb07282'
28614.1	1937.2195	13.63	0.1	Johnson Blue	DASCH DR5 mf	b'mf22984'
28616.1	1937.2249	13.56	0.05	Johnson Blue	DASCH DR5 mf	b'mf22986'
28632.0	1937.2686	13.5	0.08	Johnson Blue	DASCH DR5 mf	b'mf23022'
28633.0	1937.2713	13.53	0.08	Johnson Blue	DASCH DR5 mf	b'mf23033'
28637.1	1937.2824	13.57	0.09	Johnson Blue	DASCH DR5 mf	b'mf23047'
28639.0	1937.2877	13.61	0.07	Johnson Blue	DASCH DR5 mf	b'mf23072'
28639.9	1937.2901	13.56	0.17	Johnson Blue	DASCH DR5 mf	b'mf23081'
28640.1	1937.2906	13.55	0.08	Johnson Blue	DASCH DR5 mf	b'mf23086'
28667.9	1937.367	13.64	0.07	Johnson Blue	DASCH DR5 mf	b'mf23157'
28668.0	1937.3671	13.54	0.1	Johnson Blue	DASCH DR5 rb	b'rb07351'
28691.9	1937.4326	13.5	0.11	Johnson Blue	DASCH DR5 mf	b'mf23281'
28692.9	1937.4353	13.68	0.13	Johnson Blue	DASCH DR5 rb	b'rb07400'
28693.8	1937.4379	13.56	0.07	Johnson Blue	DASCH DR5 mf	b'mf23309'
28694.9	1937.4409	13.5	0.1	Johnson Blue	DASCH DR5 mf	b'mf23327'
28698.7	1937.4513	13.54	0.12	Johnson Blue	DASCH DR5 mf	b'mf23357'
28712.8	1937.4899	13.68	0.09	Johnson Blue	DASCH DR5 rb	b'rb07437'
28713.8	1937.4926	13.03	0.28	Johnson Blue	DASCH DR5 b	b'b62135'
28713.9	1937.4927	13.45	0.12	Johnson Blue	DASCH DR5 mf	b'mf23407'
28714.8	1937.4954	13.5	0.09	Johnson Blue	DASCH DR5 mf	b'mf23413'
28715.8	1937.4981	13.57	0.1	Johnson Blue	DASCH DR5 rb	b'rb07445'
28719.8	1937.5091	13.57	0.07	Johnson Blue	DASCH DR5 mf	b'mf23455'
28721.8	1937.5146	13.45	0.09	Johnson Blue	DASCH DR5 mf	b'mf23474'
28740.7	1937.5664	13.56	0.1	Johnson Blue	DASCH DR5 rb	b'rb07491'
28740.8	1937.5665	13.52	0.04	Johnson Blue	DASCH DR5 mf	b'mf23531'
28741.8	1937.5693	13.51	0.12	Johnson Blue	DASCH DR5 mf	b'mf23534'
28742.8	1937.572	13.49	0.06	Johnson Blue	DASCH DR5 mf	b'mf23540'
28747.8	1937.5856	13.44	0.1	Johnson Blue	DASCH DR5 mf	b'mf23574'
28748.7	1937.5883	13.54	0.13	Johnson Blue	DASCH DR5 rb	b'rb07512'
28751.8	1937.5966	13.53	0.06	Johnson Blue	DASCH DR5 mf	b'mf23594'
28752.7	1937.5993	13.36	0.25	Johnson Blue	DASCH DR5 mf	b'mf23609'
28769.7	1937.6458	13.54	0.07	Johnson Blue	DASCH DR5 mf	b'mf23747'
28968.0	1938.1891	13.62	0.12	Johnson Blue	DASCH DR5 mf	b'mf24440'
28968.1	1938.1893	13.58	0.1	Johnson Blue	DASCH DR5 mf	b'mf24443'
28969.0	1938.1918	13.57	0.1	Johnson Blue	DASCH DR5 rb	b'rb07759'
28969.1	1938.1921	13.52	0.11	Johnson Blue	DASCH DR5 mf	b'mf24450'
28986.1	1938.2386	13.53	0.09	Johnson Blue	DASCH DR5 mf	b'mf24506'
28987.1	1938.2413	13.52	0.06	Johnson Blue	DASCH DR5 mf	b'mf24514'
28999.1	1938.2742	13.6	0.11	Johnson Blue	DASCH DR5 mf	b'mf24571'
29014.0	1938.3152	13.56	0.08	Johnson Blue	DASCH DR5 mf	b'mf24603'
29015.0	1938.3179	13.57	0.15	Johnson Blue	DASCH DR5 rb	b'rb07886'
29016.0	1938.3206	13.54	0.1	Johnson Blue	DASCH DR5 mf	b'mf24636'
29018.0	1938.326	13.47	0.08	Johnson Blue	DASCH DR5 mf	b'mf24663'
29018.0	1938.326	13.53	0.09	Johnson Blue	DASCH DR5 mf	b'mf24664'
29018.0	1938.3261	13.39	0.07	Johnson Blue	DASCH DR5 mf	b'mf24665'
29019.9	1938.3313	13.53	0.19	Johnson Blue	DASCH DR5 mf	b'mf24689'
29022.0	1938.3371	13.52	0.09	Johnson Blue	DASCH DR5 mf	b'mf24707'
29040.8	1938.3885	13.51	0.16	Johnson Blue	DASCH DR5 rb	b'rb07962'
29041.0	1938.389	13.54	0.08	Johnson Blue	DASCH DR5 mf	b'mf24765'
29044.0	1938.3972	13.49	0.1	Johnson Blue	DASCH DR5 mf	b'mf24791'
29045.8	1938.4021	13.5	0.14	Johnson Blue	DASCH DR5 ax	b'ax03775'
29046.0	1938.4026	13.48	0.13	Johnson Blue	DASCH DR5 mf	b'mf24807'
29047.8	1938.4076	13.6	0.13	Johnson Blue	DASCH DR5 ax	b'ax03777'
29051.8	1938.4187	13.54	0.12	Johnson Blue	DASCH DR5 rb	b'rb08010'
29052.7	1938.4212	13.55	0.16	Johnson Blue	DASCH DR5 mf	b'mf24870'
29052.9	1938.4218	13.45	0.12	Johnson Blue	DASCH DR5 mf	b'mf24876'
29099.8	1938.5501	13.51	0.06	Johnson Blue	DASCH DR5 mf	b'mf25102'
29099.8	1938.5502	13.56	0.12	Johnson Blue	DASCH DR5 rb	b'rb08107'
29127.7	1938.6267	13.39	0.12	Johnson Blue	DASCH DR5 rb	b'rb08167'
29319.0	1939.1508	13.58	0.13	Johnson Blue	DASCH DR5 mf	b'mf26000'
29319.9	1939.1531	13.42	0.1	Johnson Blue	DASCH DR5 mf	b'mf26007'
29320.9	1939.1559	13.47	0.11	Johnson Blue	DASCH DR5 rb	b'rb08493'
29321.0	1939.1561	13.51	0.1	Johnson Blue	DASCH DR5 mf	b'mf26021'
29321.0	1939.1562	13.66	0.22	Johnson Blue	DASCH DR5 ax	b'ax03863'
29342.9	1939.2162	13.55	0.07	Johnson Blue	DASCH DR5 rb	b'rb08528'
29348.1	1939.2305	13.59	0.15	Johnson Blue	DASCH DR5 am	b'am19562'
29364.0	1939.2741	13.68	0.13	Johnson Blue	DASCH DR5 rb	b'rb08569'
29400.9	1939.3751	13.55	0.12	Johnson Blue	DASCH DR5 rb	b'rb08723'
29435.7	1939.4705	13.46	0.12	Johnson Blue	DASCH DR5 rb	b'rb08869'
29448.8	1939.5064	13.33	0.14	Johnson Blue	DASCH DR5 rb	b'rb08933'
29469.8	1939.5637	13.48	0.15	Johnson Blue	DASCH DR5 rb	b'rb08989'
29470.8	1939.5665	13.51	0.13	Johnson Blue	DASCH DR5 rb	b'rb08998'
29485.7	1939.6075	13.61	0.12	Johnson Blue	DASCH DR5 rb	b'rb09044'
29651.1	1940.0603	13.84	0.2	Johnson Blue	DASCH DR5 am	b'am20370'
29672.1	1940.1176	13.54	0.15	Johnson Blue	DASCH DR5 ax	b'ax03931'
29723.1	1940.2571	13.63	0.14	Johnson Blue	DASCH DR5 rb	b'rb09448'
29733.0	1940.2842	13.74	0.16	Johnson Blue	DASCH DR5 rb	b'rb09489'
29749.1	1940.3281	13.67	0.1	Johnson Blue	DASCH DR5 rb	b'rb09542'
29751.0	1940.3333	13.55	0.1	Johnson Blue	DASCH DR5 b	b'b65284'
29751.9	1940.3359	13.48	0.17	Johnson Blue	DASCH DR5 rb	b'rb09557'
29759.8	1940.3574	13.39	0.07	Johnson Blue	DASCH DR5 rb	b'rb09579'
29759.8	1940.3575	13.63	0.15	Johnson Blue	DASCH DR5 ax	b'ax03949'
29777.8	1940.4064	13.47	0.13	Johnson Blue	DASCH DR5 ax	b'ax03953'
29777.8	1940.4066	13.59	0.12	Johnson Blue	DASCH DR5 rb	b'rb09637'
29779.8	1940.4119	13.46	0.26	Johnson Blue	DASCH DR5 ax	b'ax03954'
29790.7	1940.4419	13.44	0.16	Johnson Blue	DASCH DR5 rb	b'rb09681'
29807.8	1940.4886	13.38	0.07	Johnson Blue	DASCH DR5 rb	b'rb09737'
29811.8	1940.4995	13.6	0.18	Johnson Blue	DASCH DR5 rb	b'rb09755'
29825.8	1940.5376	13.82	0.18	Johnson Blue	DASCH DR5 rb	b'rb09822'
